Product,Expected_Demand,Expected_Sold,Expected_Unmet,Legs,Tasks,Assigned_Fleets
P030320,12.75,12.75,0.0,AA0584QEYTOB -> BA2049HFHQEY,AA0584 -> BA2049,F16C0Y165 -> F16C0Y165
P030342,11.9,11.9,0.0,AA0516TFBTOB -> BA2241HFHTFB,AA0516 -> BA2241,F16C0Y165 -> F16C0Y165
P030349,0.4,0.4,0.0,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F16C0Y165
P030353,13.0,13.0,0.0,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F16C0Y165
P030359,5.8,5.8,0.0,AA0512TFBTOB -> BA2331HFHTFB,AA0512 -> BA2331,F16C0Y165 -> F16C0Y165
P030369,11.5,11.5,0.0,AA0580QEYTOB -> BA2351HFHQEY,AA0580 -> BA2351,F16C0Y165 -> F16C0Y165
P030374,20.65,20.45,0.2,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F16C0Y165
P030380,11.05,11.05,0.0,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F16C0Y165
P030381,5.4,5.4,0.0,AA0580QEYTOB -> BA2353HFHQEY,AA0580 -> BA2353,F16C0Y165 -> F16C0Y165
P030386,11.95,11.95,0.0,AA0584QEYTOB -> BA2359HFHQEY,AA0584 -> BA2359,F16C0Y165 -> F16C0Y165
P030391,11.55,11.55,0.0,AA0584QEYTOB -> BA2359HFHQEY,AA0584 -> BA2359,F16C0Y165 -> F16C0Y165
P030396,19.95,1.0,18.95,AA0508TFBTOB -> BA2369HFHTFB,AA0508 -> BA2369,F16C0Y165 -> F16C0Y165
P030397,12.45,12.45,0.0,AA0508TFBTOB -> BA2369HFHTFB,AA0508 -> BA2369,F16C0Y165 -> F16C0Y165
P030409,0.95,0.95,0.0,AA0502TFBTOB -> BA2371HFHTFB,AA0502 -> BA2371,F16C0Y165 -> F16C0Y165
P030431,5.0,5.0,0.0,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F16C0Y165
P030435,11.9,11.9,0.0,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F16C0Y165
P030436,0.9,0.9,0.0,AA0508TFBTOB -> BA2393HFHTFB,AA0508 -> BA2393,F16C0Y165 -> F16C0Y165
P030438,17.3,8.1,9.2,AA0518TFBTOB -> BA2411HFHTFB,AA0518 -> BA2411,F16C0Y165 -> F16C0Y165
P030440,18.7,18.6,0.1,AA0518TFBTOB -> BA2411HFHTFB,AA0518 -> BA2411,F16C0Y165 -> F16C0Y165
P030449,17.5,9.75,7.75,AA0514TFBTOB -> BA2495HFHTFB,AA0514 -> BA2495,F16C0Y165 -> F16C0Y165
P030451,0.15,0.15,0.0,AA0514TFBTOB -> BA2495HFHTFB,AA0514 -> BA2495,F16C0Y165 -> F16C0Y165
P030460,16.95,0.3,16.65,AA0516TFBTOB -> BA2509HFHTFB,AA0516 -> BA2509,F16C0Y165 -> F16C0Y165
P030462,17.9,6.9,11.0,AA0516TFBTOB -> BA2509HFHTFB,AA0516 -> BA2509,F16C0Y165 -> F16C0Y165
P030474,12.25,0.2,12.05,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F16C0Y165
P030476,1.0,1.0,0.0,AA0693HFHTFB -> BA2542TFBZFH,AA0693 -> BA2542,F16C0Y165 -> F16C0Y165
P030489,22.8,22.2,0.6,BA2542TFBZFH -> AA0699HFHTFB,BA2542 -> AA0699,F16C0Y165 -> F16C0Y165
P030499,3.35,3.35,0.0,BA2584TFBZFH -> BA2235HFHTFB,BA2584 -> BA2235,F16C0Y165 -> F16C0Y165
P030504,15.55,1.45,14.1,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F16C0Y165 -> F16C0Y165
P030509,7.5,7.5,0.0,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F16C0Y165 -> F16C0Y165
P030510,0.25,0.25,0.0,BA2580TFBZFH -> BA2249HFHTFB,BA2580 -> BA2249,F16C0Y165 -> F16C0Y165
P030518,4.75,2.8,1.95,BA2584TFBZFH -> BA2331HFHTFB,BA2584 -> BA2331,F16C0Y165 -> F16C0Y165
P030532,0.05,0.05,0.0,BA2542TFBZFH -> BA2445HFHTFB,BA2542 -> BA2445,F16C0Y165 -> F16C0Y165
P030533,23.2,23.2,0.0,BA2542TFBZFH -> BA2445HFHTFB,BA2542 -> BA2445,F16C0Y165 -> F16C0Y165
P030536,4.0,4.0,0.0,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F16C0Y165 -> F16C0Y165
P030543,0.75,0.75,0.0,BA2266TFBZWS -> AA0693HFHTFB,BA2266 -> AA0693,F16C0Y165 -> F16C0Y165
P030560,5.65,5.65,0.0,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F16C0Y165 -> F16C0Y165
P030564,8.0,1.75,6.25,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F16C0Y165 -> F16C0Y165
P030568,0.95,0.95,0.0,BA2314TFBZWS -> BA2331HFHTFB,BA2314 -> BA2331,F16C0Y165 -> F16C0Y165
P030573,11.95,10.65,1.3,BA2450QEYZWS -> BA2351HFHQEY,BA2450 -> BA2351,F16C0Y165 -> F16C0Y165
P030580,3.85,3.85,0.0,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F16C0Y165 -> F16C0Y165
P030586,7.95,0.15,7.8,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F16C0Y165 -> F16C0Y165
P030587,1.0,1.0,0.0,BA2266TFBZWS -> BA2369HFHTFB,BA2266 -> BA2369,F16C0Y165 -> F16C0Y165
P030591,4.85,4.85,0.0,BA2264TFBZWS -> BA2371HFHTFB,BA2264 -> BA2371,F16C0Y165 -> F16C0Y165
P030601,5.95,5.95,0.0,BA2264TFBZWS -> BA2371HFHTFB,BA2264 -> BA2371,F16C0Y165 -> F16C0Y165
P030603,18.1,4.05,14.05,BA2408TFBZWS -> BA2393HFHTFB,BA2408 -> BA2393,F16C0Y165 -> F16C0Y165
P030606,12.65,12.65,0.0,BA2408TFBZWS -> BA2393HFHTFB,BA2408 -> BA2393,F16C0Y165 -> F16C0Y165
P030609,0.65,0.65,0.0,BA2408TFBZWS -> BA2393HFHTFB,BA2408 -> BA2393,F16C0Y165 -> F16C0Y165
P030624,3.9,3.9,0.0,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F16C0Y165 -> F16C0Y165
P030630,8.05,8.05,0.0,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F16C0Y165 -> F16C0Y165
P030631,0.8,0.8,0.0,BA2242TFBZWS -> BA2509HFHTFB,BA2242 -> BA2509,F16C0Y165 -> F16C0Y165
P030641,1.0,1.0,0.0,BA2116TFBZZD -> AA0699HFHTFB,BA2116 -> AA0699,F16C0Y165 -> F16C0Y165
P030653,0.55,0.55,0.0,BA2118TFBZZD -> BA2235HFHTFB,BA2118 -> BA2235,F16C0Y165 -> F16C0Y165
P030656,0.9,0.9,0.0,BA2118TFBZZD -> BA2235HFHTFB,BA2118 -> BA2235,F16C0Y165 -> F16C0Y165
P030664,0.8,0.8,0.0,BA2114TFBZZD -> BA2249HFHTFB,BA2114 -> BA2249,F16C0Y165 -> F16C0Y165
P030665,22.95,21.85,1.1,BA2114TFBZZD -> BA2249HFHTFB,BA2114 -> BA2249,F16C0Y165 -> F16C0Y165
P030668,4.05,4.05,0.0,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F16C0Y165 -> F16C0Y165
P030674,8.35,8.35,0.0,BA2118TFBZZD -> BA2331HFHTFB,BA2118 -> BA2331,F16C0Y165 -> F16C0Y165
P030692,6.0,6.0,0.0,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F16C0Y165 -> F16C0Y165
P030694,12.6,12.6,0.0,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F16C0Y165 -> F16C0Y165
P030696,2.4,2.4,0.0,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F16C0Y165 -> F16C0Y165
P030697,2.55,2.55,0.0,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F16C0Y165 -> F16C0Y165
P030698,23.6,3.65,19.95,BA2116TFBZZD -> BA2445HFHTFB,BA2116 -> BA2445,F16C0Y165 -> F16C0Y165
P030746,17.8,7.05,10.75,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F16C0Y165
P030749,12.15,12.15,0.0,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F16C0Y165
P030753,22.1,22.1,0.0,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F16C0Y165
P030755,1.3,1.3,0.0,AA0109TFBBOD -> BA2326HUGTFB,AA0109,F16C0Y165
P030757,18.45,18.25,0.2,AA0111TFBBOD -> BA2326HUGTFB,AA0111,F16C0Y165
P030781,19.95,19.95,0.0,BA2326HUGIMO,super_BA2326,F16C0Y165
P030789,4.95,4.95,0.0,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F16C0Y165 -> F0C0Y76
P030793,11.95,11.95,0.0,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F16C0Y165 -> F0C0Y76
P030799,0.85,0.85,0.0,BA2635TFBQEY -> BA2321HUGTFB,super_BA2635 -> super_BA2321,F16C0Y165 -> F0C0Y76
P030804,11.65,11.65,0.0,BA2045TFBQEY -> BA2326HUGTFB,BA2045,F16C0Y165
P030812,17.15,17.15,0.0,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F16C0Y165
P030815,12.35,12.35,0.0,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F16C0Y165
P030817,8.0,3.65,4.35,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F16C0Y165
P030819,21.1,18.1,3.0,BA2057TFBQEY -> BA2326HUGTFB,BA2057,F16C0Y165
P030826,12.75,12.75,0.0,BA2627TFBQEY -> BA2326HUGTFB,BA2627,F16C0Y165
P030833,5.0,5.0,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030836,20.7,19.6,1.1,BA2321HUGTFB,super_BA2321,F0C0Y76
P030837,3.5,3.5,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030838,5.85,5.85,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030839,3.55,3.55,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030840,1.0,1.0,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030841,23.2,2.4,20.8,BA2321HUGTFB,super_BA2321,F0C0Y76
P030842,12.6,12.6,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030843,4.75,4.75,0.0,BA2321HUGTFB,super_BA2321,F0C0Y76
P030844,2.2,2.2,0.0,BA2326HUGTFB,,
P030845,17.25,17.25,0.0,BA2326HUGTFB,,
P030847,19.65,19.65,0.0,BA2326HUGTFB,,
P030848,12.25,12.25,0.0,BA2326HUGTFB,,
P030850,10.05,10.05,0.0,BA2326HUGTFB,,
P030851,1.05,1.05,0.0,BA2326HUGTFB,,
P030852,23.05,23.05,0.0,BA2326HUGTFB,,
P030853,1.0,1.0,0.0,BA2326HUGTFB,,
P030854,1.05,1.05,0.0,BA2326HUGTFB,,
P030860,1.7,1.7,0.0,AA0087TFBBOD -> BA2321IMOTFB,AA0087,F16C0Y165
P030868,0.4,0.4,0.0,AA0097TFBBOD -> BA2321IMOTFB,AA0097,F16C0Y165
P030878,17.75,2.8,14.95,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030879,6.05,6.05,0.0,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030885,22.4,17.6,4.8,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030886,15.9,15.9,0.0,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030887,0.95,0.95,0.0,AA0095TFBBOD -> BA2326IMOTFB,AA0095 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030903,1.1,1.1,0.0,AA0109TFBBOD -> BA2326IMOTFB,AA0109 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030909,0.5,0.5,0.0,AA0109TFBBOD -> BA2326IMOTFB,AA0109 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030921,4.15,4.15,0.0,BA2039TFBQEY -> BA2321IMOTFB,BA2039,F16C0Y165
P030932,4.3,4.3,0.0,BA2635TFBQEY -> BA2321IMOTFB,super_BA2635,F16C0Y165
P030947,12.05,12.05,0.0,BA2047TFBQEY -> BA2326IMOTFB,BA2047 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030954,4.25,4.25,0.0,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030956,5.75,5.75,0.0,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030958,12.2,9.65,2.55,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030964,1.0,1.0,0.0,BA2057TFBQEY -> BA2326IMOTFB,BA2057 -> super_BA2326,F16C0Y165 -> F16C0Y165
P030965,1.0,1.0,0.0,BA2321IMOTFB,,
P030966,18.45,18.45,0.0,BA2321IMOTFB,,
P030967,1.9,1.9,0.0,BA2321IMOTFB,,
P030969,2.15,2.15,0.0,BA2321IMOTFB,,
P030970,5.1,5.1,0.0,BA2321IMOTFB,,
P030971,3.1,3.1,0.0,BA2321IMOTFB,,
P030972,3.45,3.45,0.0,BA2321IMOTFB,,
P030973,0.9,0.9,0.0,BA2321IMOTFB,,
P030974,11.55,11.55,0.0,BA2321IMOTFB,,
P030975,4.05,4.05,0.0,BA2321IMOTFB,,
P030976,2.35,2.35,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030977,1.05,1.05,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030978,0.1,0.1,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030979,19.5,19.5,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030980,12.15,12.15,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030981,5.5,5.5,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030982,6.15,6.15,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030983,1.7,1.7,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030984,25.15,25.15,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030985,11.95,11.95,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030986,1.8,1.8,0.0,BA2326IMOTFB,super_BA2326,F16C0Y165
P030998,2.45,2.45,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P030999,17.2,17.2,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031000,10.4,10.4,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031001,80.65,40.0,40.65,AA0871IOMBOD,AA0871,F16C0Y165
P031002,37.4,37.4,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031003,8.4,8.4,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031004,9.2,0.15,9.05,AA0871IOMBOD,AA0871,F16C0Y165
P031005,1.45,1.45,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031007,28.55,28.55,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031008,19.0,19.0,0.0,AA0871IOMBOD,AA0871,F16C0Y165
P031026,1.85,0.4,1.45,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F16C0Y165 -> F16C0Y165
P031029,1.05,1.0,0.05,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F16C0Y165 -> F16C0Y165
P031030,0.95,0.95,0.0,BA2358QEYHFH -> AA0830IOMQEY,BA2358 -> AA0830,F16C0Y165 -> F16C0Y165
P031033,0.55,0.55,0.0,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F16C0Y165 -> F16C0Y165
P031035,1.45,1.25,0.2,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F16C0Y165 -> F16C0Y165
P031041,0.9,0.9,0.0,AA0698TFBHFH -> AA0852IOMTFB,AA0698 -> AA0852,F16C0Y165 -> F16C0Y165
P031044,1.7,1.7,0.0,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F16C0Y165 -> F16C0Y165
P031047,4.6,4.6,0.0,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F16C0Y165 -> F16C0Y165
P031052,5.25,5.25,0.0,BA2091QEYNGS -> AA0830IOMQEY,BA2091 -> AA0830,F16C0Y165 -> F16C0Y165
P031058,1.0,1.0,0.0,BA2461TFBNGS -> AA0852IOMTFB,BA2461 -> AA0852,F16C0Y165 -> F16C0Y165
P031066,3.4,3.4,0.0,AA0836IOMPBL,AA0836,F16C0Y165
P031067,150.9,114.0,36.9,AA0836IOMPBL,AA0836,F16C0Y165
P031068,23.85,23.85,0.0,AA0836IOMPBL,AA0836,F16C0Y165
P031069,0.75,0.75,0.0,AA0836IOMPBL,AA0836,F16C0Y165
P031070,6.2,6.2,0.0,AA0836IOMPBL,AA0836,F16C0Y165
P031072,0.6,0.05,0.55,AA0836IOMPBL,AA0836,F16C0Y165
P031073,15.4,15.4,0.0,AA0836IOMPBL,AA0836,F16C0Y165
P031075,6.3,6.3,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031077,8.15,8.15,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031079,58.95,58.95,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031080,6.0,6.0,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031081,12.35,12.35,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031082,4.75,4.75,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031084,14.65,5.9,8.75,AA0830IOMQEY,AA0830,F16C0Y165
P031085,9.25,9.25,0.0,AA0830IOMQEY,AA0830,F16C0Y165
P031100,18.35,0.95,17.4,BA2019QEYSEN -> AA0830IOMQEY,BA2019 -> AA0830,F16C0Y165 -> F16C0Y165
P031101,13.3,13.3,0.0,BA2019QEYSEN -> AA0830IOMQEY,BA2019 -> AA0830,F16C0Y165 -> F16C0Y165
P031103,7.45,7.35,0.1,BA2019QEYSEN -> AA0830IOMQEY,BA2019 -> AA0830,F16C0Y165 -> F16C0Y165
P031106,10.95,8.7,2.25,BA2019QEYSEN -> AA0830IOMQEY,BA2019 -> AA0830,F16C0Y165 -> F16C0Y165
P031109,1.6,0.1,1.5,AA0892IOMTBO,AA0892,F16C0Y165
P031110,2.75,2.75,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031111,104.2,61.1,43.1,AA0892IOMTBO,AA0892,F16C0Y165
P031112,38.0,38.0,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031113,2.05,2.05,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031114,9.0,9.0,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031116,1.7,0.1,1.6,AA0892IOMTBO,AA0892,F16C0Y165
P031117,51.15,51.15,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031118,0.65,0.65,0.0,AA0892IOMTBO,AA0892,F16C0Y165
P031119,0.9,0.9,0.0,BA2174QEYTFB -> AA0830IOMQEY,BA2174 -> AA0830,F16C0Y165 -> F16C0Y165
P031123,2.6,2.6,0.0,BA2174QEYTFB -> AA0830IOMQEY,BA2174 -> AA0830,F16C0Y165 -> F16C0Y165
P031125,0.1,0.1,0.0,BA2174QEYTFB -> AA0830IOMQEY,BA2174 -> AA0830,F16C0Y165 -> F16C0Y165
P031129,5.55,5.55,0.0,BA2174QEYTFB -> AA0830IOMQEY,BA2174 -> AA0830,F16C0Y165 -> F16C0Y165
P031130,7.3,7.3,0.0,AA0852IOMTFB,AA0852,F16C0Y165
P031132,30.9,30.9,0.0,AA0852IOMTFB,AA0852,F16C0Y165
P031134,76.05,75.2,0.85,AA0852IOMTFB,AA0852,F16C0Y165
P031135,18.0,18.0,0.0,AA0852IOMTFB,AA0852,F16C0Y165
P031136,29.2,17.65,11.55,AA0852IOMTFB,AA0852,F16C0Y165
P031137,2.4,2.4,0.0,AA0852IOMTFB,AA0852,F16C0Y165
P031139,40.75,1.8,38.95,AA0852IOMTFB,AA0852,F16C0Y165
P031140,8.05,8.05,0.0,AA0852IOMTFB,AA0852,F16C0Y165
P031141,7.6,7.6,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031142,1.75,0.25,1.5,AA0860IOMTFB,AA0860,F16C0Y165
P031143,12.05,12.05,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031144,18.0,4.2,13.8,AA0860IOMTFB,AA0860,F16C0Y165
P031145,75.6,75.6,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031146,9.15,9.15,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031147,23.2,23.2,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031148,3.5,3.5,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031149,1.95,0.6,1.35,AA0860IOMTFB,AA0860,F16C0Y165
P031150,20.95,16.25,4.7,AA0860IOMTFB,AA0860,F16C0Y165
P031151,12.35,12.35,0.0,AA0860IOMTFB,AA0860,F16C0Y165
P031154,3.55,3.55,0.0,AA0838IOMTKD,AA0838,F16C0Y165
P031155,134.4,110.55,23.85,AA0838IOMTKD,AA0838,F16C0Y165
P031156,6.5,6.5,0.0,AA0838IOMTKD,AA0838,F16C0Y165
P031157,2.45,2.45,0.0,AA0838IOMTKD,AA0838,F16C0Y165
P031158,5.85,5.85,0.0,AA0838IOMTKD,AA0838,F16C0Y165
P031160,22.9,3.2,19.7,AA0838IOMTKD,AA0838,F16C0Y165
P031161,31.9,31.9,0.0,AA0838IOMTKD,AA0838,F16C0Y165
P031164,3.75,3.75,0.0,AA0731JBIBOD,,
P031169,1.0,1.0,0.0,AA0731JBIBOD,,
P031170,0.9,0.9,0.0,AA0731JBIBOD,,
P031171,8.6,8.6,0.0,AA0731JBIBOD,,
P031172,1.45,1.45,0.0,AA0731JBIBOD,,
P031173,3.15,3.15,0.0,AA0731JBIBOD,,
P031183,1.0,0.55,0.45,AA0121TFBBOD -> AA0731JBITFB,AA0121 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031184,5.6,5.35,0.25,AA0121TFBBOD -> AA0731JBITFB,AA0121 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031197,31.55,27.5,4.05,AA0731JBITFB,super_AA0731,F16C0Y165
P031198,6.2,6.2,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031199,35.05,35.05,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031200,17.1,17.1,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031201,1.0,1.0,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031202,1.7,0.9,0.8,AA0731JBITFB,super_AA0731,F16C0Y165
P031204,52.65,1.8,50.85,AA0731JBITFB,super_AA0731,F16C0Y165
P031205,26.95,26.95,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031206,5.7,5.7,0.0,AA0731JBITFB,super_AA0731,F16C0Y165
P031208,1.3,1.3,0.0,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031209,0.15,0.15,0.0,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031210,20.1,20.1,0.0,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031211,3.2,3.2,0.0,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031216,12.25,12.15,0.1,BA2204TFBZWS -> AA0731JBITFB,BA2204 -> super_AA0731,F16C0Y165 -> F16C0Y165
P031240,4.35,4.35,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031242,1.0,1.0,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031243,113.7,71.15,42.55,AA0828LPBPBL,AA0828,F16C0Y165
P031244,68.55,68.55,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031245,4.6,4.6,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031246,1.0,1.0,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031249,12.9,12.9,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031250,1.0,1.0,0.0,AA0828LPBPBL,AA0828,F16C0Y165
P031251,6.6,6.6,0.0,BA2055TFBQEY -> AA0810LPBTFB,BA2055 -> AA0810,F16C0Y165 -> F16C0Y165
P031253,6.0,2.55,3.45,BA2055TFBQEY -> AA0810LPBTFB,BA2055 -> AA0810,F16C0Y165 -> F16C0Y165
P031256,6.0,5.9,0.1,BA2055TFBQEY -> AA0810LPBTFB,BA2055 -> AA0810,F16C0Y165 -> F16C0Y165
P031258,3.4,3.4,0.0,BA2055TFBQEY -> AA0810LPBTFB,BA2055 -> AA0810,F16C0Y165 -> F16C0Y165
P031261,3.05,2.15,0.9,BA2055TFBQEY -> AA0810LPBTFB,BA2055 -> AA0810,F16C0Y165 -> F16C0Y165
P031267,4.45,0.3,4.15,BA2135TFBQEY -> AA0810LPBTFB,BA2135 -> AA0810,F16C0Y165 -> F16C0Y165
P031273,19.3,19.3,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031274,6.85,1.9,4.95,AA0810LPBTFB,AA0810,F16C0Y165
P031275,20.1,20.1,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031276,7.1,4.95,2.15,AA0810LPBTFB,AA0810,F16C0Y165
P031277,7.8,7.8,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031278,28.95,28.95,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031279,34.55,0.3,34.25,AA0810LPBTFB,AA0810,F16C0Y165
P031280,9.2,9.2,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031282,7.45,6.65,0.8,AA0810LPBTFB,AA0810,F16C0Y165
P031283,23.65,23.65,0.0,AA0810LPBTFB,AA0810,F16C0Y165
P031285,6.55,0.85,5.7,AA0894LPBTKD,AA0894,F16C0Y165
P031286,2.3,2.3,0.0,AA0894LPBTKD,AA0894,F16C0Y165
P031287,139.95,119.25,20.7,AA0894LPBTKD,AA0894,F16C0Y165
P031288,7.95,7.95,0.0,AA0894LPBTKD,AA0894,F16C0Y165
P031289,5.05,5.05,0.0,AA0894LPBTKD,AA0894,F16C0Y165
P031290,1.25,1.25,0.0,AA0894LPBTKD,AA0894,F16C0Y165
P031292,29.35,1.9,27.45,AA0894LPBTKD,AA0894,F16C0Y165
P031293,25.5,25.5,0.0,AA0894LPBTKD,AA0894,F16C0Y165
P031295,3.95,3.95,0.0,BA2204TFBZWS -> AA0810LPBTFB,BA2204 -> AA0810,F16C0Y165 -> F16C0Y165
P031297,6.4,6.4,0.0,BA2204TFBZWS -> AA0810LPBTFB,BA2204 -> AA0810,F16C0Y165 -> F16C0Y165
P031306,4.9,4.9,0.0,BA2114TFBZZD -> AA0810LPBTFB,BA2114 -> AA0810,F16C0Y165 -> F16C0Y165
